material_id,formula,formation_energy_per_atom,band_gap,source
JVASP-5506,AuSeCl7,-0.30824,1.665,JARVIS
JVASP-29488,AuSeClO3,-0.50178,1.345,JARVIS
JVASP-112607,AuXeF9,-0.69084,1.187,JARVIS
JVASP-828,B,0.0,1.687,JARVIS
JVASP-115282,B2AsP,-0.22126,1.219,JARVIS
JVASP-30497,B2C3N6,-0.16275,2.41,JARVIS
JVASP-114481,B2CCl2,0.7768,0.4,JARVIS
JVASP-114011,B2O,-0.52259,2.58,JARVIS
JVASP-143645,B2Pb2O5,-2.0508,2.692,JARVIS
JVASP-30452,B2S3,-0.40475,1.331,JARVIS
JVASP-120845,B2Se,0.46851,0.405,JARVIS
JVASP-114474,B3Br,0.35378,0.66,JARVIS
JVASP-115483,B3I,0.57505,0.418,JARVIS
JVASP-135777,B3N,-0.07492,0.277,JARVIS
JVASP-52866,B4C,-0.05383,1.66,JARVIS
JVASP-9166,B6As,-0.16958,2.739,JARVIS
JVASP-9090,B6O,-0.7527,2.214,JARVIS
JVASP-12908,B6P,-0.30569,2.553,JARVIS
JVASP-94965,B6Pb,0.10195,0.981,JARVIS
JVASP-133719,BAs,-0.02216,1.296,JARVIS
JVASP-115279,BAsO4,-1.48626,2.836,JARVIS
JVASP-115480,BBr,0.52227,0.649,JARVIS
JVASP-114473,BBr3,-0.4953,3.474,JARVIS
JVASP-51070,BC2N,-0.18688,2.05,JARVIS
JVASP-56951,BCl,-0.3448,3.064,JARVIS
JVASP-55638,BCl2,-0.7586,2.839,JARVIS
JVASP-133753,BCl3,0.81529,0.355,JARVIS
JVASP-133730,BClF2,-0.37817,0.528,JARVIS
JVASP-133740,BClO,-1.34007,2.475,JARVIS
JVASP-24912,BClO2F4,-1.59471,2.07,JARVIS
JVASP-133741,BClO3,-0.41785,1.76,JARVIS
JVASP-138423,BF,-0.05611,2.993,JARVIS
JVASP-33311,BH2CO,-0.26892,3.471,JARVIS
JVASP-133386,BH2S3N3F4,-1.01534,2.096,JARVIS
JVASP-114489,BHC,0.93716,1.232,JARVIS
JVASP-120822,BHI2,0.85109,0.26,JARVIS
JVASP-119911,BHO2,-1.1935,3.119,JARVIS
JVASP-112273,BHPb2O4,-1.6631,3.023,JARVIS
JVASP-117491,BI,0.86162,0.734,JARVIS
JVASP-115484,BI3,-0.03281,2.362,JARVIS
JVASP-62906,BN,-1.24634,1.613,JARVIS
JVASP-135778,BN3,0.23155,0.998,JARVIS
JVASP-152072,BNCl2,-0.5924,2.602,JARVIS
JVASP-14158,BNF8,-1.41776,3.418,JARVIS
JVASP-97858,BNO2F4,-1.75136,3.255,JARVIS
JVASP-144554,BO2F3,-1.88127,1.78,JARVIS
JVASP-1312,BP,-0.45342,1.515,JARVIS
JVASP-3846,BPS4,-0.31169,1.932,JARVIS
JVASP-62733,BPb3O4F,-1.85946,2.387,JARVIS
JVASP-133843,BSb,0.36842,0.831,JARVIS
JVASP-50826,BSbO3,-1.9648,2.899,JARVIS
JVASP-142338,BSe2,-0.11787,1.534,JARVIS
JVASP-117517,BTe,0.28504,0.689,JARVIS
JVASP-107429,Ba2AgBi,-0.77567,0.163,JARVIS
JVASP-37907,Ba2AgSb,-0.82044,0.361,JARVIS
JVASP-144840,Ba2AlCuF9,-3.46139,0.101,JARVIS
JVASP-25845,Ba2AlInO5,-2.72284,1.922,JARVIS
JVASP-137361,Ba2As6O11,-1.77736,3.047,JARVIS
JVASP-41780,Ba2AsAu,-1.077,0.563,JARVIS
JVASP-81432,Ba2AsBr,-1.59729,0.949,JARVIS
JVASP-12940,Ba2Bi2O5,-2.09376,1.993,JARVIS
JVASP-29958,Ba2Bi6O11,-1.58572,1.218,JARVIS
JVASP-40858,Ba2BiAu,-0.97676,0.632,JARVIS
JVASP-69329,Ba2BiBr,-1.48342,0.939,JARVIS
JVASP-65633,Ba2BiCl,-1.56595,0.992,JARVIS
JVASP-150763,Ba2BiSbO6,-2.23867,1.652,JARVIS
JVASP-114540,Ba2BrN,-1.39724,1.155,JARVIS
JVASP-52288,Ba2CaI6,-1.73367,3.416,JARVIS
JVASP-12244,Ba2CaMoO6,-2.95982,2.148,JARVIS
JVASP-98684,Ba2CaPd3O6,-1.89535,1.34,JARVIS
JVASP-26378,Ba2CaTeO6,-2.59787,3.255,JARVIS
JVASP-25634,Ba2CaUO6,-3.39913,2.312,JARVIS
JVASP-11802,Ba2CaWO6,-3.0629,0.609,JARVIS
JVASP-150794,Ba2CdAs2,-1.03098,0.344,JARVIS
JVASP-151093,Ba2CdB2O6,-2.65895,3.152,JARVIS
JVASP-143752,Ba2CdGe2O7,-2.25519,2.807,JARVIS
JVASP-104780,Ba2CdN2,-0.44953,0.39,JARVIS
JVASP-55234,Ba2CdS3,-1.76909,2.144,JARVIS
JVASP-88985,Ba2CdSe3,-1.65983,1.648,JARVIS
JVASP-12397,Ba2CePtO6,-2.62156,1.599,JARVIS
JVASP-105552,Ba2CeZrO6,-3.46737,2.233,JARVIS
JVASP-51071,Ba2CoSe2Cl2O6,-1.74175,0.375,JARVIS
JVASP-122453,Ba2CrF6,-3.52747,1.343,JARVIS
JVASP-143969,Ba2CrO4,-2.73113,0.567,JARVIS
JVASP-119509,Ba2CuAg3Sn2S8,-0.85642,0.418,JARVIS
JVASP-26414,Ba2CuBrO2,-2.19751,2.444,JARVIS
JVASP-26389,Ba2CuClO2,-2.27406,2.415,JARVIS
JVASP-9443,Ba2CuF6,-3.29096,0.828,JARVIS
JVASP-88648,Ba2CuGe2O7,-2.1134,0.218,JARVIS
JVASP-98347,Ba2CuP2O8,-2.57248,0.344,JARVIS
JVASP-45278,Ba2CuSi2O7,-2.7133,0.29,JARVIS
JVASP-59918,Ba2CuSn2F14,-2.89361,1.122,JARVIS
JVASP-29368,Ba2DyBiO6,-2.6414,1.821,JARVIS
JVASP-141202,Ba2DyGaSe5,-1.74799,1.658,JARVIS
JVASP-132987,Ba2DyInTe5,-1.36025,0.623,JARVIS
JVASP-10997,Ba2DyNbO6,-3.31013,2.923,JARVIS
JVASP-102604,Ba2DyUO6,-3.52532,0.944,JARVIS
JVASP-141677,Ba2ErGaSe5,-1.74425,1.674,JARVIS
JVASP-9994,Ba2ErNbO6,-3.33401,2.919,JARVIS
JVASP-103351,Ba2ErUO6,-3.52954,0.964,JARVIS
JVASP-155173,Ba2FeH6,-0.50846,0.928,JARVIS
JVASP-146531,Ba2FeMoO6,-2.46892,0.29,JARVIS
JVASP-150694,Ba2GdNbO6,-3.39992,2.645,JARVIS
JVASP-106639,Ba2GdUO6,-3.60274,0.924,JARVIS
JVASP-137245,Ba2Ge5Ir4,-0.57428,0.137,JARVIS
JVASP-10877,Ba2GeSe4,-1.4202,1.26,JARVIS
JVASP-85234,Ba2GeTe2Se2,-1.2798,0.66,JARVIS
JVASP-148866,Ba2H3Br,-1.10134,2.393,JARVIS
JVASP-149165,Ba2H3Cl,-1.1724,2.338,JARVIS
JVASP-35828,Ba2H3I,-0.98137,2.271,JARVIS
JVASP-146376,Ba2H4Pd,-0.58535,1.687,JARVIS
JVASP-22690,Ba2H6Os,-0.57054,1.938,JARVIS
JVASP-85661,Ba2H6Pt,-0.60596,1.797,JARVIS
JVASP-22689,Ba2H6Ru,-0.58153,1.854,JARVIS
JVASP-49782,Ba2HfO4,-3.41167,3.476,JARVIS
JVASP-2952,Ba2HfS4,-2.10402,0.912,JARVIS
JVASP-49409,Ba2HgS3,-1.55727,1.343,JARVIS
JVASP-10998,Ba2HoNbO6,-3.32192,2.921,JARVIS
JVASP-11079,Ba2HoTaO6,-3.44789,3.46,JARVIS
JVASP-99864,Ba2HoUO6,-3.51732,0.958,JARVIS
JVASP-26394,Ba2I2O,-2.32824,2.875,JARVIS
JVASP-12317,Ba2In2O5,-2.23732,0.936,JARVIS
JVASP-41032,Ba2InBiS5,-1.39267,1.419,JARVIS
JVASP-26626,Ba2InBrO3,-2.39588,2.043,JARVIS
JVASP-24999,Ba2InClO3,-2.47666,2.149,JARVIS
JVASP-100852,Ba2InCuO4,-2.08317,1.386,JARVIS
JVASP-147472,Ba2InGaO5,-2.40907,1.373,JARVIS
JVASP-153061,Ba2InO3F,-2.74551,2.177,JARVIS
JVASP-110503,Ba2InOsO6,-2.13372,0.309,JARVIS
JVASP-116943,Ba2InSbSe5,-1.26508,0.716,JARVIS
JVASP-98523,Ba2LaAg5S6,-1.18339,1.472,JARVIS
JVASP-88680,Ba2LaNbO6,-3.22698,3.119,JARVIS
JVASP-150822,Ba2LaRuO6,-2.64231,0.203,JARVIS
JVASP-108012,Ba2LaUO6,-3.42689,0.931,JARVIS
JVASP-56863,Ba2Li3NbN4,-0.9652,2.436,JARVIS
JVASP-55074,Ba2Li3TaN4,-1.03241,2.487,JARVIS
JVASP-10695,Ba2LiReN4,-0.96477,1.829,JARVIS
JVASP-86930,Ba2LiReO6,-2.56424,1.878,JARVIS
JVASP-140639,Ba2LiVP2O9,-2.72557,0.462,JARVIS
JVASP-11000,Ba2LuNbO6,-3.36366,2.909,JARVIS
JVASP-111315,Ba2LuUO6,-3.57944,0.967,JARVIS
JVASP-85665,Ba2MgH6,-0.55323,2.988,JARVIS
JVASP-100274,Ba2MgMoO6,-2.90077,2.14,JARVIS
JVASP-23797,Ba2MgReO6,-2.68904,1.932,JARVIS
JVASP-11145,Ba2MgUO6,-3.31955,2.196,JARVIS
JVASP-87169,Ba2MgWO6,-3.03643,2.822,JARVIS
JVASP-132798,Ba2Mn2ClF7,-3.09905,1.863,JARVIS
JVASP-55342,Ba2MnB6O12,-2.68289,2.569,JARVIS
JVASP-112787,Ba2MnNiClF7,-2.98858,0.734,JARVIS
JVASP-137729,Ba2MnO3,-2.38426,0.492,JARVIS
JVASP-133886,Ba2NCl,-1.5138,1.079,JARVIS
JVASP-117588,Ba2NF,-1.95617,1.069,JARVIS
JVASP-52551,Ba2Na2O3,-2.08408,2.535,JARVIS
JVASP-147180,Ba2NaCu3S5,-1.12289,0.498,JARVIS
JVASP-23798,Ba2NaOsO6,-2.20498,1.104,JARVIS
JVASP-10003,Ba2NaReO6,-2.51324,1.941,JARVIS
JVASP-110389,Ba2NbBiO6,-2.6531,2.222,JARVIS
JVASP-88773,Ba2NbCrO6,-2.90192,0.173,JARVIS
JVASP-12323,Ba2NbInO6,-2.7897,3.413,JARVIS
JVASP-97681,Ba2NbN3,-1.18528,1.945,JARVIS
JVASP-144839,Ba2NbP2O9F,-2.93731,2.975,JARVIS
JVASP-26334,Ba2NdBiO6,-2.56919,1.855,JARVIS
JVASP-141332,Ba2NdInTe5,-1.38805,0.54,JARVIS
JVASP-9769,Ba2NdNbO6,-3.21496,3.057,JARVIS
JVASP-95952,Ba2NdRuO6,-2.60523,0.116,JARVIS
JVASP-108683,Ba2NdTaO6,-3.34194,3.39,JARVIS
JVASP-91446,Ba2NiF6,-3.31135,0.403,JARVIS
JVASP-146250,Ba2NiMoO6,-2.43489,0.633,JARVIS
JVASP-114576,Ba2NiO,-0.9198,0.68,JARVIS
JVASP-150865,Ba2NiWO6,-2.46702,0.375,JARVIS
JVASP-140690,Ba2P7Br,-0.86416,1.518,JARVIS
JVASP-56266,Ba2P7Cl,-0.88983,1.362,JARVIS
JVASP-141262,Ba2P7I,-0.80121,1.651,JARVIS
JVASP-113741,Ba2PAu,-1.02251,0.629,JARVIS
JVASP-2032,Ba2PCl,-1.78961,1.063,JARVIS
JVASP-149582,Ba2PbO4,-2.20379,1.246,JARVIS
JVASP-13055,Ba2PdF6,-3.15556,1.746,JARVIS
JVASP-102640,Ba2PrBiO6,-2.56788,1.857,JARVIS
JVASP-34274,Ba2PrNbO6,-3.19407,3.115,JARVIS
JVASP-37937,Ba2PrRuO6,-2.58432,0.135,JARVIS
JVASP-109099,Ba2PrTaO6,-3.31794,3.386,JARVIS
JVASP-22029,Ba2Re6S11,-0.96726,1.283,JARVIS
JVASP-104765,Ba2S2O3F2,-2.49702,2.452,JARVIS
JVASP-12975,Ba2S3,-1.80799,1.548,JARVIS
JVASP-135880,Ba2SO,-2.31122,1.631,JARVIS
JVASP-52467,Ba2Sb2O7,-2.19165,1.092,JARVIS
JVASP-22720,Ba2SbAu,-1.05052,0.7,JARVIS
JVASP-65769,Ba2SbBr,-1.56827,0.979,JARVIS
JVASP-82076,Ba2SbI,0.04379,0.799,JARVIS
JVASP-108194,Ba2Sc2O5,-3.38023,1.87,JARVIS
JVASP-141477,Ba2ScAlO5,-3.27173,1.811,JARVIS
JVASP-108014,Ba2ScTaO6,-3.47398,3.065,JARVIS
JVASP-141476,Ba2ScTi2BiO9,-3.03904,2.203,JARVIS
JVASP-106665,Ba2ScUO6,-3.55709,0.902,JARVIS
JVASP-142471,Ba2Si3Ge5O18,-2.39703,3.206,JARVIS
JVASP-22439,Ba2Si5N8,-1.28544,2.843,JARVIS
JVASP-11196,Ba2SiSe4,-1.51836,2.302,JARVIS
JVASP-11197,Ba2SiTe4,-1.10554,1.091,JARVIS
JVASP-142211,Ba2SmGaSe5,-1.74654,1.63,JARVIS
JVASP-23208,Ba2SmMoO6,-3.0039,2.263,JARVIS
JVASP-12412,Ba2SmNbO6,-3.24023,2.924,JARVIS
JVASP-102159,Ba2SmTaO6,-3.36753,3.415,JARVIS
JVASP-108707,Ba2SmUO6,-3.45662,0.918,JARVIS
JVASP-9202,Ba2Sn3O7,-2.01688,0.135,JARVIS
JVASP-86410,Ba2SnO4,-2.55837,2.647,JARVIS
JVASP-91411,Ba2SnS4,-1.56589,1.866,JARVIS
JVASP-90519,Ba2SrI6,-1.86408,2.819,JARVIS
JVASP-11123,Ba2SrTeO6,-2.52963,3.429,JARVIS
JVASP-133498,Ba2SrTi3O9,-3.3691,1.772,JARVIS
JVASP-95306,Ba2SrUO6,-3.34616,2.361,JARVIS
JVASP-11491,Ba2SrWO6,-2.98275,0.593,JARVIS
JVASP-21158,Ba2Ta6Te2O21,-2.78404,2.929,JARVIS
JVASP-26318,Ba2TaBiO6,-2.77213,2.576,JARVIS
JVASP-113789,Ba2TaCoO6,-2.68569,0.496,JARVIS
JVASP-109324,Ba2TaTlO6,-2.64635,2.415,JARVIS
JVASP-91722,Ba2TeO,-2.33548,1.749,JARVIS
JVASP-59859,Ba2Ti2CuF14,-3.41741,1.047,JARVIS
JVASP-11504,Ba2Ti3O8,-3.12978,1.196,JARVIS
JVASP-9454,Ba2Ti3Tl2O10,-2.56738,0.805,JARVIS
JVASP-146227,Ba2Ti5Bi4O18,-2.6329,1.727,JARVIS
JVASP-43498,Ba2Ti6N2O11,-3.017,2.088,JARVIS
JVASP-111833,Ba2Tm2Zn8O13,-2.22214,1.689,JARVIS
JVASP-10999,Ba2TmNbO6,-3.34693,2.914,JARVIS
JVASP-108688,Ba2TmTaO6,-3.48662,3.456,JARVIS
JVASP-97900,Ba2U2O7,-3.49911,0.468,JARVIS
JVASP-110489,Ba2UBeO6,-3.09053,1.882,JARVIS
JVASP-151629,Ba2UCdO6,-2.94753,1.824,JARVIS
JVASP-99645,Ba2UCrO6,-3.11721,0.75,JARVIS
JVASP-107792,Ba2UFeO6,-2.91046,0.182,JARVIS
JVASP-99395,Ba2UGeO6,-2.87159,0.598,JARVIS
JVASP-100773,Ba2UHgO6,-2.67489,1.657,JARVIS
JVASP-99863,Ba2UInO6,-3.00234,1.066,JARVIS
JVASP-12643,Ba2UMnO6,-3.02049,0.109,JARVIS
JVASP-11771,Ba2UNiO6,-2.85498,1.038,JARVIS
JVASP-151369,Ba2UPbO6,-2.86698,1.104,JARVIS
JVASP-151364,Ba2UZnO6,-3.0282,1.736,JARVIS
JVASP-111480,Ba2V2CuClO7,-2.55383,0.91,JARVIS
JVASP-88376,Ba2VP2O11,-2.30468,0.409,JARVIS
JVASP-95498,Ba2VP2O9,-2.82982,1.017,JARVIS
JVASP-97596,Ba2VSi2O8,-3.04411,0.96,JARVIS
JVASP-12498,Ba2YBiO6,-2.64853,1.957,JARVIS
JVASP-52544,Ba2YBr7,-2.12953,3.156,JARVIS
JVASP-146759,Ba2YGaSe5,-1.76201,1.67,JARVIS
JVASP-142215,Ba2YGaTe5,-1.38997,0.331,JARVIS
JVASP-116924,Ba2YInTe5,-1.39095,0.61,JARVIS
JVASP-10104,Ba2YNbO6,-3.31957,2.92,JARVIS
JVASP-9987,Ba2YTaO6,-3.44561,3.445,JARVIS
JVASP-7799,Ba2Zn3As2O2,-1.3852,0.256,JARVIS
JVASP-54605,Ba2ZnAg2Se2O2,-1.52618,1.147,JARVIS
JVASP-137612,Ba2ZnGe2O7,-2.33861,3.072,JARVIS
JVASP-95315,Ba2ZnGe2S6O,-1.37031,2.027,JARVIS
JVASP-97532,Ba2ZnH6O6,-1.13093,3.028,JARVIS
JVASP-99546,Ba2ZnMoO6,-2.57812,2.299,JARVIS
JVASP-2949,Ba2ZnN2,-0.60553,0.443,JARVIS
JVASP-98982,Ba2ZnO3,-2.42148,3.002,JARVIS
JVASP-141274,Ba2ZnS3,-1.8378,2.089,JARVIS
JVASP-151623,Ba2ZnSb2,-0.95517,0.325,JARVIS
JVASP-148166,Ba2ZnTe3,-1.41326,1.313,JARVIS
JVASP-151611,Ba2ZnWO6,-2.63191,0.456,JARVIS
JVASP-87050,Ba2ZrO4,-3.34975,3.212,JARVIS
JVASP-8048,Ba2ZrS4,-2.08963,0.672,JARVIS
JVASP-87859,Ba3Al2Si3O12,-2.97262,3.495,JARVIS
JVASP-120563,Ba3Al3N5,-1.17525,1.722,JARVIS
JVASP-147286,Ba3AlAs3,-1.15769,0.635,JARVIS
JVASP-145479,Ba3AlN3,-0.87936,0.242,JARVIS
JVASP-36487,Ba3AsP,-0.75055,0.11,JARVIS
JVASP-97832,Ba3B2N4,-1.21717,2.514,JARVIS
JVASP-10568,Ba3BAsO3,-2.45344,1.398,JARVIS
JVASP-10549,Ba3BPO3,-2.42819,1.324,JARVIS
JVASP-34351,Ba3BPO7,-2.98816,3.254,JARVIS
JVASP-25868,Ba3Bi2TeO9,-2.10706,2.169,JARVIS
JVASP-56864,Ba3BiN,-0.93276,0.649,JARVIS
JVASP-52533,Ba3Br2O2,-2.55506,2.457,JARVIS
JVASP-35112,Ba3Ca2Si2N6,-1.18061,1.728,JARVIS
JVASP-40472,Ba3CaI8,-1.77541,2.955,JARVIS
JVASP-142761,Ba3CaNb2O9,-3.17031,2.703,JARVIS
JVASP-91631,Ba3CaO4,-2.73764,2.077,JARVIS
JVASP-112703,Ba3CaTa2O9,-3.32781,3.268,JARVIS
JVASP-59111,Ba3Cr2S6,-1.59347,0.811,JARVIS
JVASP-11806,Ba3CrO5,-2.72587,0.44,JARVIS
JVASP-57528,Ba3Cu2Cl2O4,-2.07297,0.201,JARVIS
JVASP-153789,Ba3Dy4O9,-3.44208,3.18,JARVIS
JVASP-87117,Ba3Er2Cu2PtO10,-2.3795,0.381,JARVIS
JVASP-154655,Ba3Er4O9,-3.48614,3.229,JARVIS
JVASP-57383,Ba3Fe2Br2O5,-2.19732,0.368,JARVIS
JVASP-116806,Ba3Fe2Cl2O5,-2.29085,0.256,JARVIS
JVASP-34318,Ba3Ga2Ge4O14,-2.25983,2.353,JARVIS
JVASP-49786,Ba3GeO5,-2.69064,2.937,JARVIS
JVASP-51722,Ba3H12Ir2,-0.57397,3.092,JARVIS
JVASP-57809,Ba3Ho2Cu2PtO10,-2.37548,0.383,JARVIS
JVASP-119212,Ba3Ho2MoO9,-3.20976,2.021,JARVIS
JVASP-154309,Ba3Ho4O9,-3.46388,3.205,JARVIS
JVASP-34536,Ba3In2Br2O5,-2.30172,1.437,JARVIS
JVASP-57546,Ba3In2Cl2O5,-2.39434,1.554,JARVIS
JVASP-120550,Ba3In2MoO9,-2.49224,1.691,JARVIS
JVASP-12382,Ba3In2O5F2,-2.68826,1.771,JARVIS
JVASP-12302,Ba3In2O6,-2.34281,0.972,JARVIS
JVASP-88546,Ba3In2P4,-0.87915,1.083,JARVIS
JVASP-132810,Ba3In3N5,-0.32732,0.712,JARVIS
JVASP-112378,Ba3La2Ti2Nb2O15,-3.3108,2.425,JARVIS
JVASP-112704,Ba3LaNb3O12,-3.13762,2.663,JARVIS
JVASP-117229,Ba3LaTa3O12,-3.31351,3.238,JARVIS
JVASP-145442,Ba3Lu2MoO9,-3.26333,1.767,JARVIS
JVASP-9796,Ba3MgNb2O9,-3.12405,2.712,JARVIS
JVASP-97993,Ba3MgSb2O9,-2.5104,2.688,JARVIS
JVASP-9782,Ba3MgTa2O9,-3.27737,3.353,JARVIS
JVASP-117037,Ba3MgTaNbO9,-3.21706,2.88,JARVIS
JVASP-11803,Ba3Mn2O8,-2.52157,1.003,JARVIS
JVASP-51533,Ba3MnNb2O9,-2.90678,0.279,JARVIS
JVASP-111537,Ba3Mo2N2O6,-2.34574,3.048,JARVIS
JVASP-25848,Ba3NaBiO6,-2.27584,1.755,JARVIS
JVASP-45393,Ba3NaRuO6,-2.31698,0.509,JARVIS
JVASP-116536,Ba3NaSbO6,-2.50292,2.823,JARVIS
JVASP-132985,Ba3NaSi2O8,-2.85089,0.195,JARVIS
JVASP-10102,Ba3Nb2ZnO9,-2.90925,2.81,JARVIS
JVASP-88770,Ba3Nb6Si4O26,-2.95535,2.422,JARVIS
JVASP-57387,Ba3NbFe3Si2O14,-2.54363,0.768,JARVIS
JVASP-49154,Ba3NbGa3Si2O14,-2.77598,3.377,JARVIS
JVASP-147364,Ba3NbN3,-0.89955,0.577,JARVIS
JVASP-144734,Ba3NiO4,-2.35297,0.607,JARVIS
JVASP-139797,Ba3NiRu2O9,-1.95837,0.169,JARVIS
JVASP-36468,Ba3P2,-0.62379,0.196,JARVIS
JVASP-153540,Ba3P2S8,-1.38093,1.816,JARVIS
JVASP-11176,Ba3P4,-1.0551,0.443,JARVIS
JVASP-97417,Ba3Sb4O,-1.29798,0.301,JARVIS
JVASP-36478,Ba3SbAs,-0.86458,0.298,JARVIS
JVASP-139773,Ba3SbI3,-1.64114,1.253,JARVIS
JVASP-11007,Ba3SbN,-0.97339,0.645,JARVIS
JVASP-36514,Ba3SbP,-0.91298,0.444,JARVIS
JVASP-116742,Ba3Sc2N4,-1.16529,1.445,JARVIS
JVASP-112723,Ba3ScN3,-0.78597,0.122,JARVIS
JVASP-10865,Ba3Si2As4,-0.85239,0.773,JARVIS
JVASP-10176,Ba3SiO5,-3.0966,3.455,JARVIS
JVASP-112539,Ba3SmInS6,-1.95938,2.167,JARVIS
JVASP-97335,Ba3Sn2As4,-0.89733,0.726,JARVIS
JVASP-92184,Ba3SnS4,-1.80773,1.174,JARVIS
JVASP-50415,Ba3SrI8,-1.82967,3.23,JARVIS
JVASP-132808,Ba3SrMg2Te2O12,-2.48955,2.054,JARVIS
JVASP-153095,Ba3SrNb2O9,-3.09877,2.801,JARVIS
JVASP-91816,Ba3SrO4,-2.77512,2.149,JARVIS
JVASP-146061,Ba3SrSn4O12,-2.4051,0.594,JARVIS
JVASP-10195,Ba3SrTa2O9,-3.23889,3.405,JARVIS
JVASP-142005,Ba3SrZn2W2O12,-2.65277,2.977,JARVIS
JVASP-91368,Ba3Ta2NiO9,-2.94826,1.283,JARVIS
JVASP-141943,Ba3TaFe3Si2O14,-2.59635,0.796,JARVIS
JVASP-98367,Ba3Te4O11,-1.95846,3.134,JARVIS
JVASP-46527,Ba3Ti2O7,-3.28064,2.238,JARVIS
JVASP-45285,Ba3Ti3B2O12,-3.16082,2.172,JARVIS
JVASP-10540,Ba3TiS5,-2.0662,1.38,JARVIS
JVASP-121322,Ba3UAgS6,-1.8098,0.715,JARVIS
JVASP-141475,Ba3UIn2O9,-2.80662,1.473,JARVIS
JVASP-106650,Ba3UO6,-3.14929,2.097,JARVIS
JVASP-56811,Ba3WCl2O5,-2.89955,3.474,JARVIS
JVASP-151415,Ba3WO6,-2.76413,0.571,JARVIS
JVASP-10006,Ba3Y2Cu2PtO10,-2.37443,0.395,JARVIS
JVASP-141494,Ba3Y2N4,-1.04807,0.738,JARVIS
JVASP-137709,Ba3Y3N5,-1.19186,1.182,JARVIS
JVASP-154318,Ba3Y4O9,-3.4618,3.265,JARVIS
JVASP-146986,Ba3Zn3TeP2O14,-2.3601,2.91,JARVIS
JVASP-97445,Ba3Zn5In2O11,-2.02627,1.704,JARVIS
JVASP-149459,Ba3ZnN2O,-1.23104,0.652,JARVIS
JVASP-50313,Ba3Zr2O7,-3.44163,3.227,JARVIS
JVASP-95276,Ba3Zr2S7,-2.05261,0.556,JARVIS
JVASP-62393,Ba4AgAuO6,-2.08155,1.995,JARVIS
JVASP-2784,Ba4As2O,-1.6313,0.668,JARVIS
JVASP-34302,Ba4B2N4O,-1.47759,2.892,JARVIS
JVASP-111105,Ba4Bi2O,-1.58865,0.657,JARVIS
JVASP-119665,Ba4CaCu2CO9,-2.30657,0.282,JARVIS
JVASP-137696,Ba4CaTi5O15,-3.35686,1.709,JARVIS
JVASP-143873,Ba4CaZr5O15,-3.54416,3.273,JARVIS
JVASP-98550,Ba4CeMn3O12,-2.76746,1.517,JARVIS
JVASP-141470,Ba4Cu2IBrO4,-2.15946,2.282,JARVIS
JVASP-147614,Ba4Ge2Te5Se3,-1.24586,0.56,JARVIS
JVASP-119432,Ba4Hf3S10,-2.0509,0.707,JARVIS
JVASP-50344,Ba4HfO6,-3.10005,3.077,JARVIS
JVASP-122224,Ba4In2O7,-2.30509,0.549,JARVIS
JVASP-144467,Ba4In2Te2S5,-1.62595,1.898,JARVIS
JVASP-145441,Ba4InSbO8,-2.52173,2.424,JARVIS
JVASP-140893,Ba4La2SbRuO12,-2.74903,0.618,JARVIS
JVASP-144692,Ba4LaTiNb3O15,-3.20744,2.498,JARVIS
JVASP-142333,Ba4LiB3N6,-1.17759,2.097,JARVIS
JVASP-147314,Ba4LiBi3O12,-1.99934,0.15,JARVIS
JVASP-11388,Ba4LiCuC2O10,-2.2813,0.981,JARVIS
JVASP-22782,Ba4LiTa3O12,-3.21443,3.153,JARVIS
JVASP-98086,Ba4Na2CaTi3Si4S2O26,-2.87935,2.181,JARVIS
JVASP-119216,Ba4Na2W2O11,-2.70919,0.665,JARVIS
JVASP-57578,Ba4NaAuO8,-1.86367,1.957,JARVIS
JVASP-10548,Ba4NaB3N6,-1.16426,2.19,JARVIS
JVASP-24299,Ba4NaBi3O12,-1.97076,0.325,JARVIS
JVASP-10007,Ba4NaCuC2O10,-2.26094,1.125,JARVIS
JVASP-99086,Ba4NaRu3O12,-2.10602,0.368,JARVIS
JVASP-141775,Ba4Nb2WO12,-3.00823,0.582,JARVIS
JVASP-12879,Ba4P2O,-1.58254,0.946,JARVIS
JVASP-42403,Ba4PdO6,-2.29787,1.274,JARVIS
JVASP-45332,Ba4PtO6,-2.34065,1.84,JARVIS
JVASP-3039,Ba4Sb2O,-1.64034,0.615,JARVIS
JVASP-112376,Ba4Sc2Cu2O9,-2.70091,0.489,JARVIS
JVASP-116714,Ba4ScTi4BiO15,-3.16784,1.954,JARVIS
JVASP-139950,Ba4SnN4,-0.53677,0.901,JARVIS
JVASP-139787,Ba4Ta2TiZnO12,-3.11483,1.26,JARVIS
JVASP-98076,Ba4Ti2PtO10,-2.86632,2.012,JARVIS
JVASP-111846,Ba4VN4,-0.98378,0.147,JARVIS
JVASP-88642,Ba4Zr3S10,-2.02322,0.504,JARVIS
JVASP-140890,Ba4Zr3TiO12,-3.51663,1.778,JARVIS
JVASP-147362,Ba4ZrN4,-1.00829,0.922,JARVIS
JVASP-46107,Ba4ZrO6,-3.06799,3.16,JARVIS
JVASP-145481,Ba5C2N6,-0.64184,0.708,JARVIS
JVASP-95696,Ba5Er2ZrAl2O13,-3.38113,2.372,JARVIS
JVASP-133529,Ba5Hf2N6,-1.09727,1.287,JARVIS
JVASP-34667,Ba5Hf4S13,-2.0249,0.673,JARVIS
